manufacturer,type,class,buzzwords1,buzzwords2,buzzwords3,B1_x,B1_y,H1_x,H1_y,A_x,A_y,B_x,B_y,C_x,C_y,D_x,D_y,E_x,E_y,E1_x,E1_y,F1_x,F1_y,G_x,G_y,H_x,H_y,I_x,I_y,H2_x,H2_y,B4_x,B4_y,J_x,J_y,B3_x,B3_y,B2_x,B2_y,S1_x,S1_y,SRP1_x,SRP1_y,S2_x,S2_y,SRP2_x,SRP2_y,drag_coeff
MINI,Hatchback,UKL,Klein,Praktisch,Hochqualitativ,-373.0,-136.0,-511.0,-108.0,-668.0,201.0,-565.0,434.0,267.0,628.0,749.0,1042.0,1710.0,1130.0,2367.0,1108.0,2563.0,1033.0,2793.0,698.0,2930.0,580.0,3031.0,224.0,3012.0,-17.0,2836.0,-33.0,2467.0,0.0,2100.0,-131.0,377.0,-131.0,546.0,-41.0,1386.0,217.0,1681.0,-57.0,2091.0,237.0,0.35935092
MINI,Convertible,UKL,Klein,Sportlich,Elegant,-373.0,-136.0,-511.0,-108.0,-668.0,201.0,-565.0,433.0,267.0,628.0,749.0,1042.0,1709.0,1129.0,2284.0,1110.0,2503.0,989.0,2829.0,694.0,2930.0,580.0,3031.0,233.0,3012.0,-17.0,2836.0,-33.0,2467.0,0.0,2100.0,-131.0,377.0,-131.0,546.0,-42.0,1386.0,217.0,1629.0,-52.0,2091.0,237.0,0.35821944
MINI,SUV/SAV,UKL,Praktisch,Hochqualitativ,Klein,-390.0,-113.0,-741.0,-76.0,-763.0,211.0,-667.0,553.0,258.0,728.0,783.0,1139.0,1759.0,1245.0,2476.0,1224.0,2872.0,1111.0,3099.0,820.0,3221.0,695.0,3333.0,253.0,3096.0,-51.0,2983.0,-61.0,2596.0,0.0,2208.0,-101.0,387.0,-101.0,576.0,-18.0,1360.0,299.0,1603.0,-27.0,2120.0,329.0,0.33675453
MINI,Coupe,UKL,Klein,Sportlich,Hochqualitativ,-398.0,-117.0,-735.0,-89.0,-764.0,203.0,-665.0,544.0,259.0,718.0,782.0,1128.0,1339.0,1218.0,2477.0,1156.0,2738.0,1072.0,3084.0,828.0,3202.0,687.0,3345.0,224.0,3275.0,-2.0,2987.0,-70.0,2597.0,0.0,2207.0,-115.0,387.0,-101.0,582.0,-31.0,1366.0,285.0,1603.0,-37.0,2120.0,309.0,0.29224023
Rolls-Royce,Limousine,GKL+,Highclass,Elegant,Maskulin,-447.0,-181.0,-856.0,-141.0,-865.0,130.0,-824.0,573.0,817.0,785.0,1485.0,1174.0,2300.0,1276.0,3393.0,1208.0,3620.0,1114.0,4143.0,832.0,4801.0,695.0,4903.0,161.0,4794.0,-66.0,4092.0,-149.0,3555.0,0.0,3103.0,-196.0,505.0,-208.0,1081.0,3.0,1871.0,314.0,2333.0,-9.0,3009.0,311.0,0.22846445
Rolls-Royce,Limousine,GKL+,Highclass,Elegant,Modern,-447.0,-181.0,-855.0,-142.0,-865.0,136.0,-825.0,576.0,820.0,784.0,1481.0,1168.0,2462.0,1290.0,3541.0,1220.0,3840.0,1116.0,4364.0,831.0,5023.0,695.0,5123.0,149.0,5020.0,-62.0,4305.0,-149.0,3775.0,0.0,3326.0,-196.0,506.0,-208.0,1081.0,3.0,1871.0,314.0,2623.0,-9.0,3229.0,311.0,0.2396429
Rolls-Royce,Limousine,GKL+,Highclass,Elegant,Modern,-437.0,-154.0,-887.0,-122.0,-941.0,179.0,-850.0,577.0,656.0,737.0,1391.0,1129.0,2277.0,1229.0,3132.0,1157.0,3278.0,1102.0,3868.0,831.0,4436.0,704.0,4604.0,231.0,4475.0,-43.0,3814.0,-142.0,3295.0,0.0,2856.0,-187.0,495.0,-200.0,876.0,-20.0,1698.0,257.0,2104.0,-58.0,2725.0,259.0,0.20684987
Rolls-Royce,Limousine,GKL+,Highclass,Elegant,Modern,-437.0,-154.0,-887.0,-122.0,-941.0,159.0,-846.0,579.0,657.0,736.0,1389.0,1128.0,2278.0,1230.0,3230.0,1170.0,3449.0,1101.0,4038.0,831.0,4606.0,704.0,4774.0,233.0,4651.0,-39.0,3987.0,-142.0,3465.0,0.0,3031.0,-187.0,495.0,-200.0,876.0,-20.0,1698.0,257.0,2274.0,-58.0,2895.0,259.0,0.21883607
Rolls-Royce,SUV/SAV,GKL+,Highclass,Modern,Groß,-481.0,-120.0,-870.0,-39.0,-910.0,246.0,-854.0,734.0,642.0,885.0,1282.0,1325.0,2224.0,1439.0,3144.0,1407.0,3781.0,1260.0,4260.0,925.0,4409.0,759.0,4431.0,176.0,4319.0,-40.0,3836.0,-101.0,3295.0,0.0,2814.0,-173.0,514.0,-173.0,952.0,92.0,1684.0,455.0,1998.0,98.0,2779.0,448.0,0.32378793
Rolls-Royce,Limousine,GKL+,Highclass,Elegant,Hochqualitativ,-441.0,-192.0,-742.0,-126.0,-867.0,172.0,-783.0,558.0,734.0,740.0,1405.0,1112.0,2155.0,1208.0,3097.0,1124.0,3258.0,1074.0,3802.0,809.0,4391.0,678.0,4531.0,235.0,4456.0,-31.0,3807.0,-106.0,3295.0,0.0,2859.0,-182.0,491.0,-182.0,873.0,-21.0,1700.0,249.0,2115.0,-68.0,2740.0,249.0,0.21233389
Rolls-Royce,Coupe,GKL+,Highclass,Elegant,Hochqualitativ,-441.0,-192.0,-787.0,-123.0,-911.0,142.0,-831.0,552.0,731.0,739.0,1354.0,1088.0,1943.0,1164.0,2910.0,1070.0,3033.0,1041.0,3810.0,808.0,4198.0,717.0,4359.0,214.0,4249.0,-37.0,3616.0,-96.0,3112.0,1.0,2664.0,-180.0,477.0,-181.0,868.0,-21.0,1706.0,250.0,1970.0,-83.0,2557.0,228.0,0.21869482
Rolls-Royce,Coupe,GKL+,Highclass,Elegant,Sportlich,-452.0,-149.0,-845.0,-121.0,-926.0,124.0,-828.0,558.0,731.0,739.0,1354.0,1087.0,2030.0,1160.0,2963.0,1066.0,3152.0,998.0,3557.0,804.0,4197.0,712.0,4358.0,213.0,4246.0,-37.0,3621.0,-88.0,3112.0,1.0,2653.0,-195.0,510.0,-189.0,873.0,-21.0,1700.0,250.0,1970.0,-83.0,2557.0,228.0,0.19993092
Armortruck,SUV/SAV,GKL+,Futuristisch,Außergewöhnlich,Highclass,-784.0,89.0,-844.0,197.0,-856.0,491.0,-684.0,839.0,288.0,1229.0,758.0,1502.0,2804.0,1880.0,3741.0,1842.0,4070.0,1737.0,4644.0,1459.0,4539.0,705.0,4733.0,642.0,4739.0,323.0,4666.0,238.0,3740.0,0.0,2783.0,-55.0,779.0,-59.0,1012.0,467.0,1783.0,799.0,2167.0,465.0,2802.0,817.0,0.37628025
Kia,Hatchback,KKL,Praktisch,Modern,Nachhaltig,-463.0,-167.0,-744.0,-74.0,-718.0,195.0,-648.0,447.0,460.0,747.0,1402.0,1148.0,1830.0,1185.0,2943.0,1114.0,3213.0,1023.0,3695.0,809.0,3909.0,759.0,3922.0,258.0,3797.0,-85.0,3571.0,-126.0,2900.0,0.0,2659.0,-175.0,482.0,-157.0,661.0,-48.0,1428.0,275.0,1708.0,-44.0,2405.0,293.0,0.21263897
Polestar,Coupe,GKL,Modern,Nachhaltig,Praktisch,-359.0,-191.0,-614.0,-155.0,-633.0,134.0,-618.0,222.0,572.0,540.0,1212.0,831.0,1759.0,879.0,2455.0,824.0,2743.0,777.0,3299.0,617.0,3556.0,532.0,3545.0,256.0,3476.0,-49.0,3159.0,-149.0,2822.0,0.0,2424.0,-183.0,353.0,-198.0,700.0,-27.0,1466.0,175.0,1716.0,-72.0,2201.0,175.0,0.25690082
BAIC,SUV/SAV,UKL,Praktisch,Außergewöhnlich,Maskulin,-475.0,0.0,-571.0,14.0,-778.0,340.0,-622.0,748.0,421.0,920.0,910.0,1334.0,1897.0,1417.0,2724.0,1418.0,3128.0,1337.0,3467.0,1036.0,3576.0,895.0,3671.0,381.0,3494.0,89.0,3363.0,40.0,2880.0,0.0,2398.0,0.0,485.0,0.0,718.0,170.0,1509.0,491.0,1728.0,155.0,2346.0,506.0,0.35252577
BAIC,Hatchback,UKL,Praktisch,Modern,Klein,-371.0,-83.0,-548.0,-62.0,-646.0,254.0,-522.0,574.0,150.0,795.0,1185.0,1274.0,1757.0,1329.0,2543.0,1296.0,2996.0,1197.0,3219.0,922.0,3345.0,752.0,3397.0,291.0,3307.0,27.0,3157.0,0.0,2500.0,0.0,2399.0,-65.0,388.0,-82.0,558.0,156.0,1389.0,424.0,1669.0,111.0,2284.0,421.0,0.29158095
BAIC,Hatchback,UKL,Modern,Nachhaltig,Klein,-355.0,-29.0,-558.0,0.0,-666.0,70.0,-513.0,598.0,218.0,790.0,998.0,1182.0,1596.0,1255.0,2215.0,1228.0,2655.0,1100.0,2802.0,903.0,2920.0,675.0,3019.0,381.0,2958.0,62.0,2851.0,32.0,2360.0,0.0,2165.0,-34.0,353.0,-31.0,447.0,134.0,1252.0,409.0,1491.0,85.0,2010.0,427.0,0.31275195
BAIC,SUV/SAV,UKL,Praktisch,Hochqualitativ,Groß,-374.0,-74.0,-596.0,-44.0,-765.0,353.0,-682.0,610.0,191.0,819.0,1165.0,1278.0,1779.0,1336.0,2570.0,1293.0,2970.0,1185.0,3236.0,911.0,3334.0,825.0,3423.0,363.0,3152.0,17.0,3155.0,15.0,2820.0,0.0,2371.0,-50.0,407.0,-62.0,462.0,171.0,1319.0,438.0,1628.0,149.0,2114.0,467.0,0.32464552
BAIC,SUV/SAV,UKL,Praktisch,Groß,Modern,-447.0,-115.0,-745.0,82.0,-843.0,201.0,-711.0,602.0,367.0,858.0,1130.0,1240.0,2306.0,1357.0,2687.0,1335.0,3053.0,1246.0,3403.0,978.0,3550.0,924.0,3608.0,286.0,3460.0,36.0,3297.0,-13.0,2650.0,0.0,2384.0,-74.0,461.0,-98.0,647.0,56.0,1372.0,432.0,1679.0,98.0,2140.0,495.0,0.25064445
BYD,Hatchback,UKL,Nachhaltig,Feminin,Praktisch,-396.0,-108.0,-623.0,-88.0,-682.0,328.0,-474.0,590.0,70.0,776.0,992.0,1190.0,1746.0,1282.0,2427.0,1258.0,2974.0,1144.0,3235.0,892.0,3397.0,660.0,3462.0,316.0,3286.0,0.0,3161.0,-42.0,2700.0,0.0,2391.0,-89.0,384.0,-95.0,625.0,62.0,1347.0,441.0,1660.0,113.0,2235.0,481.0,0.33041608
BYD,Limousine,UKL,Nachhaltig,Elegant,Modern,-418.0,-192.0,-759.0,-152.0,-810.0,255.0,-596.0,440.0,645.0,661.0,1231.0,1031.0,1975.0,1138.0,2702.0,1089.0,2922.0,1040.0,3561.0,811.0,3923.0,732.0,3986.0,226.0,3840.0,-56.0,3499.0,-125.0,2920.0,0.0,2680.0,-157.0,428.0,-179.0,794.0,53.0,1625.0,318.0,1911.0,22.0,2607.0,322.0,0.2525376
BYD,Limousine,UKL,Modern,Nachhaltig,Elegant,-437.0,-173.0,-768.0,-116.0,-828.0,266.0,-685.0,475.0,538.0,726.0,1651.0,1133.0,2027.0,1162.0,2507.0,1142.0,2708.0,1114.0,3482.0,891.0,4062.0,720.0,4164.0,262.0,4072.0,-71.0,3642.0,-173.0,2920.0,0.0,2749.0,-177.0,445.0,-168.0,688.0,60.0,1531.0,314.0,1943.0,-2.0,2554.0,325.0,0.19116452
BYD,SUV/SAV,UKL,Praktisch,Nachhaltig,Modern,-467.0,-117.0,-901.0,21.0,-906.0,145.0,-877.0,583.0,220.0,860.0,1032.0,1289.0,2072.0,1387.0,2903.0,1368.0,3537.0,1204.0,3681.0,939.0,3943.0,455.0,3951.0,241.0,3944.0,121.0,3415.0,-49.0,2820.0,0.0,2471.0,-150.0,494.0,-127.0,567.0,161.0,1335.0,484.0,1614.0,163.0,2240.0,473.0,0.2471979
BYD,SUV/SAV,UKL,Nachhaltig,Modern,Praktisch,-406.0,-104.0,-685.0,-45.0,-760.0,390.0,-686.0,558.0,251.0,772.0,1080.0,1213.0,1856.0,1342.0,2706.0,1309.0,3200.0,1148.0,3539.0,923.0,3647.0,761.0,3689.0,224.0,3561.0,0.0,3325.0,84.0,2720.0,0.0,2440.0,-135.0,418.0,-104.0,565.0,61.0,1349.0,385.0,1572.0,52.0,2209.0,387.0,0.27960724
Changan,Hatchback,UKL,Klein,Feminin,Nachhaltig,-307.0,-83.0,-485.0,25.0,-490.0,339.0,-374.0,632.0,180.0,792.0,861.0,1244.0,1801.0,1311.0,2248.0,1300.0,2440.0,1249.0,2615.0,852.0,2674.0,788.0,2773.0,309.0,2746.0,71.0,2522.0,-66.0,1980.0,0.0,1753.0,-79.0,381.0,-84.0,549.0,83.0,1339.0,393.0,1692.0,48.0,2011.0,388.0,0.31858784
Changan,SUV/SAV,UKL,Maskulin,Modern,Praktisch,-484.0,-136.0,-976.0,-64.0,-1062.0,540.0,-990.0,610.0,282.0,854.0,977.0,1232.0,1599.0,1331.0,2455.0,1280.0,2985.0,1130.0,3343.0,942.0,3611.0,813.0,3632.0,347.0,3554.0,0.0,3293.0,-46.0,2795.0,0.0,2448.0,-93.0,467.0,-125.0,686.0,99.0,1463.0,420.0,1749.0,91.0,2379.0,419.0,0.29193208
Changan,Limousine,UKL,Nachhaltig,Modern,Praktisch,-395.0,-194.0,-764.0,-103.0,-816.0,335.0,-660.0,450.0,493.0,746.0,1285.0,1106.0,2024.0,1180.0,2586.0,1153.0,2908.0,1091.0,3655.0,859.0,3970.0,808.0,3997.0,234.0,3936.0,39.0,3493.0,-117.0,2900.0,0.0,2618.0,-160.0,453.0,-180.0,659.0,-19.0,1493.0,250.0,1755.0,-59.0,2369.0,250.0,0.21649268
Changan,SUV/SAV,UKL,Modern,Praktisch,Elegant,-471.0,-105.0,-754.0,57.0,-838.0,157.0,-788.0,574.0,340.0,828.0,1077.0,1207.0,1926.0,1302.0,2538.0,1284.0,2967.0,1163.0,3482.0,936.0,3686.0,836.0,3737.0,511.0,3578.0,0.0,3403.0,-33.0,2710.0,0.0,2479.0,-92.0,460.0,-108.0,577.0,71.0,1348.0,398.0,1624.0,84.0,2249.0,392.0,0.22587207
Changan,Limousine,UKL,Modern,Nachhaltig,Praktisch,-412.0,-175.0,-810.0,-130.0,-810.0,170.0,-838.0,410.0,444.0,683.0,1160.0,1040.0,1743.0,1115.0,2763.0,1041.0,2922.0,994.0,3628.0,774.0,3785.0,714.0,3823.0,277.0,3706.0,-24.0,3275.0,-106.0,2750.0,0.0,2448.0,-137.0,413.0,-154.0,501.0,-26.0,1351.0,226.0,1628.0,-76.0,2230.0,226.0,0.22720094
Chery,Hatchback,UKL,Klein,Feminin,Nachhaltig,-351.0,-97.0,-545.0,-17.0,-584.0,99.0,-491.0,622.0,165.0,789.0,820.0,1154.0,1481.0,1295.0,2279.0,1272.0,2476.0,1174.0,2698.0,914.0,2757.0,756.0,2820.0,170.0,2629.0,-16.0,1895.0,-85.0,2160.0,0.0,387.0,-114.0,388.0,-112.0,466.0,84.0,1258.0,393.0,1724.0,47.0,2043.0,390.0,0.38332424
Chery,SAC,UKL,Praktisch,Modern,Nachhaltig,-431.0,-107.0,-745.0,-33.0,-801.0,281.0,-601.0,649.0,419.0,827.0,1118.0,1213.0,1851.0,1328.0,2620.0,1288.0,3245.0,1154.0,3574.0,934.0,3737.0,866.0,3823.0,232.0,3802.0,62.0,3413.0,54.0,2830.0,0.0,2506.0,-102.0,450.0,-147.0,596.0,85.0,1366.0,419.0,1683.0,92.0,2318.0,437.0,0.2661169
Chery,Limousine,UKL,Praktisch,Elegant,Modern,-395.0,-103.0,-806.0,-23.0,-815.0,315.0,-733.0,540.0,280.0,764.0,1077.0,1158.0,1867.0,1255.0,2515.0,1199.0,2686.0,1152.0,3311.0,901.0,3781.0,808.0,3889.0,416.0,3772.0,-9.0,3317.0,-110.0,2670.0,0.0,2471.0,-121.0,420.0,-135.0,552.0,161.0,1434.0,354.0,1754.0,64.0,2253.0,350.0,0.18258092
Chery,SUV/SAV,UKL,Praktisch,Groß,Highclass,-421.0,-55.0,-768.0,47.0,-797.0,288.0,-706.0,642.0,364.0,875.0,1049.0,1282.0,1970.0,1392.0,2562.0,1361.0,3114.0,1227.0,3362.0,947.0,3441.0,839.0,3516.0,285.0,3463.0,73.0,3167.0,-17.0,2610.0,0.0,2313.0,-52.0,441.0,-79.0,613.0,141.0,1400.0,454.0,1665.0,114.0,2227.0,469.0,0.30950585
Chery,SUV/SAV,UKL,Maskulin,Highclass,Praktisch,-443.0,-109.0,-829.0,9.0,-838.0,398.0,-827.0,637.0,381.0,859.0,1082.0,1261.0,2129.0,1383.0,2940.0,1370.0,3496.0,1241.0,3748.0,963.0,3837.0,880.0,3881.0,360.0,3654.0,6.0,3309.0,-48.0,2710.0,0.0,2425.0,-77.0,481.0,-105.0,676.0,111.0,1461.0,429.0,1680.0,94.0,2298.0,443.0,0.25758317
Dongfeng,Limousine,UKL,Praktisch,Modern,Elegant,-447.0,-113.0,-965.0,-28.0,-976.0,262.0,-859.0,560.0,338.0,786.0,1194.0,1140.0,1802.0,1201.0,2326.0,1175.0,2580.0,1140.0,3414.0,869.0,3945.0,768.0,4077.0,248.0,4030.0,-11.0,3542.0,-90.0,2900.0,0.0,2707.0,-127.0,463.0,-149.0,571.0,23.0,1406.0,278.0,1862.0,-25.0,2473.0,280.0,0.17996854
Dongfeng,SUV/SAV,UKL,Praktisch,Modern,Groß,-476.0,-166.0,-867.0,-58.0,-1014.0,247.0,-879.0,593.0,193.0,834.0,1025.0,1274.0,2134.0,1408.0,2963.0,1387.0,3385.0,1264.0,3731.0,972.0,3847.0,906.0,3951.0,230.0,3905.0,95.0,3427.0,0.0,2845.0,0.0,2460.0,-78.0,402.0,-74.0,740.0,164.0,1512.0,491.0,1790.0,170.0,2413.0,486.0,0.28573757
Dongfeng,SUV/SAV,UKL,Maskulin,Modern,Groß,-427.0,-111.0,-861.0,-23.0,-886.0,313.0,-834.0,624.0,278.0,850.0,996.0,1258.0,1820.0,1397.0,2776.0,1352.0,3216.0,1235.0,3587.0,966.0,3732.0,866.0,3759.0,308.0,3657.0,41.0,3315.0,-28.0,2715.0,0.0,2412.0,-62.0,442.0,-92.0,701.0,48.0,1406.0,429.0,1828.0,100.0,2292.0,490.0,0.2641847
Dongfeng,Limousine,UKL,Modern,Praktisch,Groß,-402.0,-110.0,-826.0,-46.0,-854.0,218.0,-774.0,471.0,328.0,731.0,1032.0,1094.0,1787.0,1209.0,2447.0,1165.0,2740.0,1098.0,3296.0,875.0,3651.0,824.0,3776.0,275.0,3690.0,11.0,3195.0,-54.0,2700.0,0.0,2400.0,-62.0,414.0,-119.0,390.0,57.0,1252.0,316.0,1548.0,23.0,2179.0,335.0,0.22091113
Dongfeng,Limousine,UKL,Modern,Elegant,Praktisch,-395.0,-115.0,-890.0,-64.0,-892.0,194.0,-820.0,459.0,376.0,723.0,1093.0,1091.0,1873.0,1169.0,2532.0,1125.0,2680.0,1090.0,3456.0,852.0,3844.0,770.0,3895.0,351.0,3897.0,56.0,3266.0,-71.0,2770.0,0.0,2478.0,-120.0,418.0,-120.0,505.0,39.0,1354.0,289.0,1630.0,-9.0,2233.0,296.0,0.20574464
FAW,Limousine,UKL,Modern,Praktisch,Außergewöhnlich,-416.0,-178.0,-858.0,-60.0,-849.0,192.0,-847.0,435.0,389.0,707.0,1109.0,1066.0,1819.0,1150.0,2518.0,1103.0,2694.0,1066.0,3639.0,782.0,3897.0,717.0,3936.0,217.0,3929.0,37.0,3333.0,-117.0,2800.0,0.0,2553.0,-153.0,428.0,-174.0,621.0,-22.0,1471.0,224.0,1746.0,-67.0,2339.0,240.0,0.19900236
FAW,SUV/SAV,UKL,Praktisch,Groß,Maskulin,-455.0,-112.0,-783.0,66.0,-761.0,341.0,-747.0,626.0,440.0,871.0,1152.0,1259.0,1843.0,1354.0,2616.0,1310.0,3180.0,1182.0,3556.0,951.0,3721.0,873.0,3731.0,237.0,3722.0,136.0,3448.0,-35.0,2700.0,0.0,2510.0,-86.0,463.0,-107.0,665.0,163.0,1460.0,472.0,1934.0,182.0,2430.0,490.0,0.24118263
FAW,Limousine,UKL,Praktisch,Oldschool,Elegant,-383.0,-107.0,-827.0,-28.0,-847.0,151.0,-783.0,455.0,255.0,726.0,1006.0,1097.0,1799.0,1186.0,2297.0,1152.0,2546.0,1095.0,3126.0,748.0,3593.0,776.0,3734.0,226.0,3687.0,72.0,3119.0,-42.0,2610.0,0.0,2325.0,-90.0,407.0,-98.0,477.0,92.0,1319.0,349.0,1791.0,54.0,2290.0,365.0,0.19519457
FAW,Hatchback,UKL,Modern,Praktisch,Elegant,-394.0,-66.0,-816.0,27.0,-837.0,320.0,-775.0,529.0,225.0,786.0,999.0,1172.0,1789.0,1266.0,2498.0,1238.0,3191.0,1103.0,3529.0,873.0,3614.0,815.0,3751.0,275.0,3674.0,80.0,3142.0,0.0,2610.0,0.0,2356.0,-45.0,392.0,-54.0,620.0,63.0,1366.0,422.0,1672.0,84.0,2160.0,476.0,0.2319071
FAW,SUV/SAV,UKL,Modern,Praktisch,Elegant,-412.0,-136.0,-824.0,21.0,-827.0,274.0,-779.0,598.0,376.0,855.0,1080.0,1247.0,1957.0,1363.0,2589.0,1333.0,3261.0,1207.0,3521.0,967.0,3593.0,896.0,3669.0,322.0,3634.0,73.0,3316.0,-47.0,2700.0,0.0,2421.0,-87.0,450.0,-104.0,584.0,64.0,1294.0,449.0,1796.0,118.0,2267.0,506.0,0.27155203
Geely,SUV/SAV,UKL,Modern,Maskulin,Groß,-423.0,-96.0,-811.0,-40.0,-764.0,238.0,-721.0,580.0,251.0,810.0,973.0,1200.0,1757.0,1314.0,2723.0,1252.0,3025.0,1120.0,3323.0,884.0,3457.0,811.0,3510.0,156.0,3436.0,16.0,3137.0,-76.0,2600.0,0.0,2277.0,-79.0,434.0,-83.0,578.0,95.0,1329.0,454.0,1559.0,103.0,2161.0,455.0,0.27615213
Geely,SUV/SAV,UKL,Modern,Nachhaltig,Elegant,-470.0,-104.0,-884.0,-15.0,-913.0,237.0,-865.0,675.0,328.0,868.0,999.0,1275.0,1931.0,1388.0,2704.0,1349.0,3314.0,1161.0,3622.0,954.0,3709.0,893.0,3734.0,340.0,3722.0,137.0,3314.0,-48.0,2777.0,0.0,2454.0,-84.0,474.0,-94.0,615.0,163.0,1376.0,497.0,1633.0,166.0,2262.0,512.0,0.27496883
Geely,SUV/SAV,UKL,Maskulin,Highclass,Praktisch,-434.0,-129.0,-906.0,-38.0,-935.0,212.0,-876.0,580.0,313.0,866.0,941.0,1248.0,2258.0,1409.0,3299.0,1372.0,3585.0,1255.0,3781.0,968.0,3841.0,918.0,3892.0,381.0,3682.0,0.0,3384.0,-27.0,2810.0,0.0,2488.0,-114.0,458.0,-139.0,506.0,93.0,1275.0,422.0,1689.0,104.0,2309.0,414.0,0.26677284
Geely,SUV/SAV,UKL,Maskulin,Modern,Nachhaltig,-418.0,-117.0,-765.0,-57.0,-812.0,44.0,-731.0,581.0,224.0,786.0,949.0,1219.0,1701.0,1318.0,2836.0,1263.0,3050.0,1158.0,3332.0,904.0,3500.0,766.0,3531.0,178.0,3444.0,23.0,3152.0,31.0,2640.0,0.0,2268.0,-58.0,448.0,-88.0,623.0,89.0,1378.0,422.0,1607.0,51.0,2234.0,436.0,0.28415513
Geely,SUV/SAV,UKL,Maskulin,Praktisch,Modern,-431.0,-81.0,-802.0,-28.0,-782.0,302.0,-768.0,577.0,413.0,798.0,1023.0,1180.0,1986.0,1307.0,2729.0,1286.0,3315.0,1133.0,3658.0,861.0,3762.0,798.0,3810.0,232.0,3796.0,54.0,3265.0,-71.0,2845.0,0.0,2398.0,-71.0,431.0,-92.0,626.0,44.0,1396.0,385.0,1651.0,63.0,2286.0,428.0,0.28056324
Great Wall,SUV/SAV,UKL,Praktisch,Groß,Maskulin,-486.0,11.0,-865.0,139.0,-860.0,438.0,-721.0,787.0,482.0,997.0,1197.0,1437.0,2871.0,1531.0,3446.0,1497.0,3590.0,1403.0,3831.0,1048.0,3904.0,912.0,3977.0,460.0,3923.0,118.0,3432.0,0.0,2800.0,0.0,2465.0,-38.0,502.0,-49.0,645.0,317.0,1408.0,649.0,1863.0,320.0,2491.0,665.0,0.27138504
Great Wall,Hatchback,UKL,Klein,Feminin,Nachhaltig,-387.0,-124.0,-731.0,-55.0,-725.0,76.0,-427.0,637.0,301.0,767.0,967.0,1176.0,1733.0,1281.0,2374.0,1262.0,2809.0,1125.0,3141.0,846.0,3314.0,730.0,3497.0,159.0,3430.0,-32.0,3294.0,-69.0,2650.0,0.0,2446.0,-126.0,427.0,-144.0,529.0,86.0,1307.0,402.0,1615.0,14.0,2146.0,391.0,0.28372607
Great Wall,SUV/SAV,UKL,Modern,Maskulin,Praktisch,-505.0,7.0,-770.0,3.0,-811.0,285.0,-637.0,842.0,546.0,967.0,1247.0,1345.0,2418.0,1453.0,3600.0,1420.0,3928.0,1313.0,4205.0,968.0,4331.0,922.0,4380.0,314.0,4274.0,112.0,3688.0,-40.0,3150.0,0.0,2690.0,-76.0,527.0,-71.0,812.0,207.0,1564.0,541.0,1945.0,211.0,2571.0,552.0,0.24961878
Great Wall,Limousine,UKL,Praktisch,Oldschool,Hochqualitativ,-395.0,-136.0,-790.0,-64.0,-807.0,207.0,-673.0,476.0,181.0,682.0,1093.0,1099.0,1898.0,1193.0,2345.0,1165.0,2623.0,1109.0,3279.0,847.0,3653.0,815.0,3832.0,283.0,3803.0,92.0,3289.0,-45.0,2700.0,0.0,2471.0,-100.0,400.0,-117.0,603.0,111.0,1535.0,277.0,1734.0,59.0,2278.0,343.0,0.21977958
Great Wall,Van/Minivan,UKL,Praktisch,Oldschool,Groß,-422.0,-55.0,-679.0,-17.0,-694.0,261.0,-567.0,762.0,165.0,999.0,959.0,1477.0,2165.0,1600.0,3130.0,1573.0,3555.0,1472.0,3761.0,934.0,3809.0,591.0,3853.0,393.0,3822.0,48.0,3458.0,-17.0,2825.0,0.0,2654.0,-43.0,444.0,-55.0,450.0,169.0,1336.0,540.0,1682.0,178.0,2269.0,541.0,0.30121082
Great Wall,SUV/SAV,UKL,Modern,Praktisch,Highclass,-464.0,-94.0,-906.0,-37.0,-958.0,304.0,-896.0,567.0,442.0,854.0,1133.0,1205.0,1762.0,1309.0,2885.0,1238.0,3299.0,1090.0,3604.0,919.0,3708.0,852.0,3801.0,200.0,3614.0,-14.0,3457.0,-24.0,2950.0,0.0,2542.0,-96.0,455.0,-76.0,655.0,-31.0,1528.0,333.0,1870.0,-15.0,2444.0,338.0,0.28071955
NIO,SAC,KKL,Modern,Nachhaltig,Elegant,-469.0,-177.0,-777.0,-50.0,-811.0,234.0,-716.0,621.0,535.0,877.0,1259.0,1294.0,2063.0,1399.0,2872.0,1309.0,3247.0,1191.0,3739.0,999.0,3944.0,970.0,4024.0,239.0,4008.0,68.0,3558.0,-96.0,2900.0,0.0,2615.0,-135.0,482.0,-136.0,816.0,179.0,1593.0,516.0,1847.0,183.0,2483.0,532.0,0.22100693
NIO,SUV/SAV,KKL,Nachhaltig,Elegant,Highclass,-451.0,-231.0,-874.0,-107.0,-861.0,117.0,-776.0,535.0,460.0,785.0,1208.0,1221.0,2073.0,1337.0,2964.0,1290.0,3473.0,1112.0,3857.0,873.0,3982.0,778.0,4011.0,302.0,4008.0,18.0,3535.0,-142.0,2960.0,0.0,2607.0,-180.0,458.0,-191.0,674.0,-24.0,1564.0,348.0,1913.0,-16.0,2490.0,345.0,0.23813918
